text,v2_Custom-trained_Spacy_Person,v2_Custom-trained_Spacy_Location,Pre-trained_Spacy_Person,Pre-trained_Spacy_Location
"Herrn Dr. Gaster, Herrn","['Herrn Dr. Gaster', 'Herrn']",[],[],[]
Versammlung! Es war gestern zwischen,[],[],[],[]
Bentwich und meiner Person durch meine Worte ein Missverständnis,['Bentwich'],['meiner Person'],['Bentwich'],[]
"hervorgerufen worden. Das Missverständnis bestand darin, dass ein",[],[],[],[]
"grosser Theil der Anwesenden meinte, dass ich behauptet hätte, Herr",['Herr'],[],[],[]
Dr. Bentwich verdächtige jemanden; das gerade Gegentheil davon,['Dr. Bentwich'],[],['Bentwich'],[]
"habe ich gesagt. Ich habe erklärt, dass Herr Bentwich der letzte",['Herr Bentwich'],[],['Bentwich'],[]
"ware, dem es überhaupt einfallen könnte, irgend jemanden, der sich",[],[],[],[]
"mit der Leitung unserer Bewegung befasst, irgendwie zu verdächtigen.",[],[],[],[]
"Es wurde weiter die Meinung verbreitet, dass Herr Präsident Herz",['Herr Präsident Herz'],[],[],[]
sich selbst darüber aufgeregt habe; er hat sich nur darüber ein wenig,[],[],[],[]
"aufgeregt, dass Herr Dr. Gaster mich missverstanden hat.",['Herr Dr. Gaster'],[],[],[]
Vors. Dr. Herzl: Wir wollen jetzt zu dem Antrage Ussischkin,['Dr. Herzl'],"['Vors.', 'Ussischkin']",[],[]
dass auch ein,[],[],[],[]
"übergehen. Herr Dr. Niemerower hat beantragt,",['Herr Dr. Niemerower'],[],[],[]
Rechtskundiger aus Rumänien gewählt werde. Er nennt Herrn Stern.,['Herrn Stern'],['Rumänien'],['Herrn Stern'],['Rumänien']
Herr Dr. Gaster schlägt seinen Bruder Dr. Max Gaster vor. Wie,"['Herr Dr. Gaster', 'Dr. Max Gaster']",[],"['Herr Dr. Gaster', 'Max Gaster']",[]
"ich höre, zieht Herr Niemerower seinen Antrag zurück, und es",['Herr Niemerower'],[],['Herr Niemerower'],[]
verbleibt demnach Herr Dr. Gaster.,['Herr Dr. Gaster'],[],[],[]
Del. Dr. Bodenheimer: Eine Nominierung kann nicht zurückgezogen,"['Del', 'Dr. Bodenheimer']",[],['Del.'],[]
werden.,[],[],[],[]
Nach der Ansicht des Herrn Dr. Boden¬,['Herrn Dr. Boden¬'],[],[],[]
Vors. Dr. Herzl.,['Dr. Herzl'],['Vors.'],[],[]
"er ist dies eine Nominierung, die nicht zurückgezogen werden",[],[],[],[]
heim,[],[],[],[]
kann.,[],[],[],[]
Wir werden also abstimmen.,[],[],[],[]
Del. Dr. Menzel: Ist Herr Dr. Max Gaster Mitglied der Zionisten¬,"['Del', 'Dr. Menzel', 'Dr. Max Gaster']",[],['Del.'],[]
partei,[],[],[],[]
? Ich habe von ihm leider bis jetzt nichts gehört.,[],[],[],[]
Del. Dr. Kohan-Bernstein (gibt die russische Uebersetzung).,"['Del', 'Dr. Kohan-Bernstein']",[],['Del.'],[]
Del. de Haas (gibt die englische Uebersetzung).,"['Del', 'de Haas']",[],"['Del.', 'Haas']",[]
Vors. Dr. Herzl: Nun muss ich zur Erklärung des Vorganges der,['Dr. Herzl'],['Vors.'],[],[]
Wahl,[],[],[],[]
"angeben, dass das der Kürze wegen geschieht, sonst halten wir",[],[],[],[]
uns wieder eine halbe Stunde auf.,[],[],[],[]
Del. Herbst: Meine hochverehrten Herren! Hier ist noch nicht ein,"['Del', 'Herbst']",[],[],[]
Princip,[],['Princip'],[],[]
aufgestellt worden und wurde überhaupt darüber nicht,[],[],[],[]
"ob Herren, die nicht Delegierte sind, in gewisse Com¬",[],[],[],[]
"gesprochen,",['gesprochen'],[],[],[]
missionen und gewisse Institutionen des Congresses gewählt werden,[],[],[],[]
dürfen.,[],[],[],[]
Lebhafter Beifall und Hände¬,['Hände¬'],[],[],[]
Del. Gissin (spricht russisch.,"['Del', 'Gissin']",[],"['Del.', 'Gissin']",[]
klatschen).,[],[],[],[]
160,[],[],[],[]
"Del. Dr. Mandelstamm: Der Herr Redner meint, dass, da wir weder","['Del', 'Dr. Mandelstamm', 'Herr Redner']",[],['Del.'],[]
"den einen noch den anderen Herrn kennen und es gar nicht zulässig sei,",['Herrn'],[],[],[]
dass wir hier die Wahl eines dieser Herren vornehmen.,[],[],[],[]
"Del. Oscar Marmore: Ich beantrage, dass wir nur den Antrag","['Del', 'Oscar Marmore']",[],"['Oscar Marmore: Ich beantrage,']",[]
Ussischkin annehmen und dass über den Antrag Herbst zur,['Herbst'],['Ussischkin'],['Ussischkin'],[]
"Tagesordnung übergegangen werde, weil die Frage, die er berührt hat,",[],[],[],[]
"eine zu weitgehende ist, um hier nur so im Vorübergehen entschieden",[],[],[],[]
zu werden.,[],[],[],[]
Vors. Dr. Herzl: Ich bringe demnach den Antrag des Herrn Del.,"['Dr. Herzl', 'Herrn Del']",['Vors.'],['Herrn Del.'],[]
"Ussischkin zur Abstimmung. Diejenigen, welche für diesen Antrag",[],['Ussischkin'],[],[]
"sind,",[],[],[],[]
wollen die Hand erheben.,[],[],[],[]
Del. de Haas (übersetzt englisch. — Geschieht).,"['Del', 'de Haas']",['Geschieht'],"['Del.', 'Haas']",[]
Vors. Dr. Herzl: Bitte um die Gegenprobe. (Dieselbe geschieht.),['Dr. Herzl'],"['Vors.', 'Dieselbe']",[],[]
"Der Antrag Ussischkin ist angenommen, und damit entfallen",['Ussischkin'],[],[],[]
alle weiteren Anträge. Der Herr Del. Weizmann beantragt hierzu,"['Herr Del', 'Weizmann']",[],"['Herr Del.', 'Weizmann']",[]
dass die Resultate der Arbeiten dieser Commission drei Monate vor,[],[],[],[]
dem nächsten Congresse den zionistischen Organisationen bekannt¬,[],[],[],[]
"gegeben werden. Ich glaube, dieser Antrag spricht so sehr für sich",[],[],[],[]
"selbst, dass ich ihn ohne weitere Abstimmung der Commission zur",[],[],[],[]
"Begutachtung übergeben werde. Es ist nicht zu zweifeln, dass die Com-",[],[],[],[]
"mission sich darnach richten wird. Herr Prof. Belkowsky, ich bitte",['Herr Prof. Belkowsky'],[],[],[]
"Sie, sämmtliche Ihre Anträge Herrn Dr. Kokesch zu übergeben",['Herrn Dr. Kokesch'],[],['Herrn Dr. Kokesch'],[]
"zur Behandlung in dieser Commission. Ich werde jetzt, obwohl auf der",[],[],[],[]
"Tagesordnung zunächst die Debatte über die Organisation steht, dem",[],[],[],[]
"Cultur-Ausschusse das Wort geben, weil Herr Dr. Gaster morgen",['Herr Dr. Gaster'],['Cultur-Ausschusse'],[],[]
"vielleicht nicht mehr in der Lage wäre, uns seinen Vortrag zu halten.",[],[],[],[]
"Das Wort hat Herr Dr. Gaster. (Stürmischer, langandauernder Beifall",['Herr Dr. Gaster'],[],[],[]
und,[],[],[],[]
Händeklatschen im Saale und auf der Gallerie.),[],[],[],[]
Del. Dr. Mandelstamm übernimmt den Vorsitz.,"['Del', 'Dr. Mandelstamm']",[],"['Del.', 'Mandelstamm']",[]
Del. Dr. Gaster (stürmisch acclamiert): Meine Damen und,"['Del', 'Dr. Gaster']",[],['Del.'],[]
"Herren! Ich hatte eigentlich erwartet, dass unsere Frage der Cultur",[],[],[],[]
ein Theil der Organisation sei; denn thatsächlich handelt es sich,[],[],[],[]
"doch darum, nicht bloss die materielle Kraft unseres Volkes zu",[],[],[],[]
"organisieren, sondern besonders die geistige Kraft unserer Nation",[],[],[],[]
"zu wecken und zu organisieren. Ich sehe aber, dass ich jetzt das",[],[],[],[]
"Wort ergreife, um Ihnen mitzutheilen, was die Cultur-Commission",[],[],[],[]
"Ihnen mitzutheilen hätte, eigentlich wenig und doch viel, wenig",[],[],[],[]
"von dem, was geleistet, viel von dem, was erhofft wird.",[],[],[],[]
"Ich komme mir eigentlich wie ein Träumer vor, und ich muss",[],[],[],[]
"eingestehen: Ich glaubte, Ihr werdet mir zurufen, wie es in alter",[],[],[],[]
"Zeit geschehen ist: „Da kommt der Träumer wieder, um uns von",[],[],[],[]
seinen Träumen zu erzählen.“ Und thatsächlich ist doch auch,[],[],[],[]
"unsere Culturfrage der grosse prophetische Traum unseres Volkes,",[],[],[],[]
"die grosse prophetische Vision, welche unser Volk durch die Jahr¬",[],[],[],[]
"tausende gehegt, das grosse Ideal, welches seinem geistigen Auge",[],['Ideal'],[],[]
zeitlebens vorgeschwebt und tief das Leben unseres Volkes beein-,[],[],[],[]
flusst hat. Jedes Volk und jeder Mensch ist durch das Ideal beein-,[],['Ideal'],[],['flusst']
"flusst, welches lange vor seinem Gesichtskreise weilt. Wenn ein",[],[],[],['Gesichtskreise']
"Volk, von der Schönheit der Natur ergriffen, schöne Kunsterzeug¬",[],['Kunsterzeug¬'],[],[]
"nisse hervorbringt und sein Auge und Gemüth stets daran habt,",[],['Gemüth'],[],[]
"so wird unwillkürlich seine Seele, sein Geist denselben Motiven",[],[],[],[]
— 161 —,[],[],[],[]
"der ästhetischen und natürlichen Schönheit folgen, und Schönheit",[],[],[],[]
"wird das Resultat sein, und wenn ein Volk sein Auge stets gebannt",[],[],[],[]
"hält auf ein wüstes Ideal, wie Rache und Wuth, Revanche und",['Wuth'],['Ideal'],[],[]
"andere dergleichen neue Leidenschaften, dann ertödtet dieses wüste",[],[],[],[]
"Ideal alle höheren Bestrebungen, und es sinkt von Stufe zu Stufe",[],['Ideal'],[],[]
"hinab und verliert seine Berechtigung, eine grosse führende Rolle",[],[],[],[]
in der Geschichte der Menschheit zu spielen.,[],[],[],[]
"Wir aber haben immer ein grosses Ideal vor Augen gehabt,",[],['Ideal'],[],[]
"unvergleichlich mit den Idealen, welche andere Völker beeinflusst",[],[],[],[]
"haben, und wir verfolgen das Ideal unverzagt durch die Jahr¬",[],['Ideal'],[],[]
"tausende. Denn wir träumen, träumen von einem eigenthümlichen",[],[],[],[]
"Reiche auf Erden, wo Gerechtigkeit und Liebe herrschen sollen,",['Reiche'],[],[],[]
und wir nennen das Gottesreich auf Erden das Ideal des jüdischen,[],"['Gottesreich', 'Ideal']",[],[]
"Volkes. Es ist ganz anders, es sticht vollständig ab vom Bestreben",[],[],[],[]
"der ganzen Welt, und darum sind auch wir stets anders geblieben",[],[],[],[]
"und, ich betheure es von hier aus, höher geblieben als alle",[],[],[],[]
Nationen der Welt. Denn keine Nation kann sich mit uns ver¬,[],[],[],[]
"gleichen. Mit der Erniedrigung, der Schmach, der Verfolgung, der",[],[],[],[]
"geistigen Vernichtung, die gegen uns versucht worden ist: nichts",[],[],[],[]
"ist erreicht worden, und wir sind unserem Ideale gerade als Zionisten",[],[],[],[]
"so treu geblieben, wie unsere Vorväter vor tausend Jahren.",[],[],[],[]
Sie werden mich natürlich fragen: In welchem Zusammen¬,[],[],[],[]
hange steht dieses Gottesreich auf Erden mit der zionistischen,[],['Gottesreich'],[],['hange']
"Bewegung, mit der Culturfrage, die ich hier besprechen soll?",['Bewegung'],[],[],[]
"Natürlich im innigsten Zusammenhange. Das eine ist das Hoffen,",[],"['Natürlich', 'Zusammenhange']",[],[]
das andere ist die That. Wir haben stets vor unserem geistigen,[],[],[],[]
"Auge das Bild der glorreichen Zukunft, und das ist das Geheimnis",[],[],[],[]
unserer Ewigkeit und Unverwüstlichkeit. Wenn auch unser Körper,[],['Körper'],[],[]
"gebrochen wurde, unser Geist ist nie gebrochen worden, und als",[],[],[],[]
.,[],[],[],[]
"der Tempel in alter Zeit zerstört wurde, da verlangte der Führer",[],['Tempel'],[],[]
der geistigen Partei von dem römischen Sieger nicht die Befreiung,[],[],[],[]
"der Sclaven, nicht das jüdische Volk, er verlangte den jüdischen",[],['Sclaven'],[],[]
"Geist frei zu setzen; er erbittet eine bescheidene, eine ganz",[],[],[],[]
"bescheidene Sache, bloss eine Schule",[],[],[],[]
eröffnen zu dürfen. Diese,[],[],[],[]
"Schule hat nie aufgehört. Die Pforten,",[],[],[],[]
die einmal geöffnet worden,[],[],[],[]
"sind, sind nie geschlossen worden, und",[],[],[],[]
durch diese Pforten ist der,[],[],[],[]
Geist der Menschheit gezogen (tosender,[],[],[],[]
Beifall und Händeklatschen).,[],[],[],[]
um geläutert wieder herauszukommen. Wir haben von allen Seiten,[],[],[],[]
"gelernt, aber wir haben auch nach allen Seiten hin als Lehrer, als",['gelernt'],[],[],[]
Lehrer in der geistig höchsten Bedeutung gewirkt. Denn wir haben,[],[],[],[]
"gezeigt, was Muth, was Enthusiasmus, was Begeisterung, was Selbst¬",['Muth'],['Selbst¬'],[],[]
"aufopferung imstande sind zu leisten, und haben der Welt ein",[],[],[],[]
"Beispiel gegeben, wie ein Volk, zerstreut, geknechtet, verfolgt, doch",['Beispiel'],[],[],[]
"imstande ist, einem idealen Rufe, wie er einmal erschollen ist,",[],[],[],[]
"dem Zionismus, nicht instinctiv, sondern mit tiefem Verständnisse,",[],[],[],[]
aus allen Ländern der Welt zu folgen und sich hier zu vereinigen.,[],[],[],[]
11,[],[],[],[]
162,[],[],[],[]
"(Lebhafter Beifall und Händeklatschen.) Es ist nothwendig, dass",[],[],[],[]
"ich hier darauf besonderes Gewicht lege, wie ich es voriges Jahr",[],[],[],[]
"gethan habe, schon aus dem Grunde, weil wir in unseren Debatten",[],[],[],[]
"und in dem Programme, das uns vorgelegt worden ist, uns zu",[],[],[],[]
sehr mit nichtidealen Fragen beschäftigt haben. Es sind die,[],[],[],[]
"materiellen Bedürfnisse, es ist das momentan Nothwendige in den",[],[],[],[]
"Vordergrund geschoben worden. Aber es soll nicht gesagt werden,",[],[],[],[]
"dass wir hier zusammenkommen, bloss um uns zu organisieren",[],[],[],[]
"oder um Geld zu schaffen. Wir kommen hier zusammen, vor allem,",[],['Geld'],[],[]
"um zu erklären, dass dies nur Nebendinge sind, Mittel zum Zwecke,",[],[],['Nebendinge'],[]
der Zweck jedoch hoch und erhaben über diesen kleinen Fragen,[],['Zweck'],[],[]
steht. (Stürmischer Beifall.),[],[],[],[]
"Wir arbeiten an der Befreiung des Geistes, wir arbeiten an",[],[],[],[]
"dem ewigen Fortschritte der Menschheit, wir arbeiten an allem,",[],[],[],[]
"was gross und mächtig ist in seiner geistigen Erscheinung, und",[],[],[],[]
"darum soll die Culturfrage hier nicht nur gestreift, sondern auch",[],[],[],[]
erwogen werden in ihrem Zusammenhänge mit unserer jetzigen,[],[],[],[]
Stellung.,[],[],[],[]
Ich fieng an und sagte: Ich komme eigentlich mit leeren,[],[],[],[]
"Händen, aber mit vollem Herzen. Mit leeren Händen! Natürlich,",[],['Natürlich'],[],[]
"ein wirklicher Fortschritt besteht darin, wenn wir systematisch,",[],[],[],[]
"ordnungsmässig vorgehen, wenn wir nicht alles auf einmal erreichen",[],[],[],[]
"wollen, wenn wir lernen, Disciplin unserem Geiste und Disciplin",[],"['Disciplin', 'Geiste', 'Disciplin']",['Disciplin'],[]
"unserem Wollen aufzuerlegen, wenn wir lernen, langsam in der",[],[],[],[]
Entwicklung den Fortschritt zu begreifen und den Fortschritt zu,[],[],[],[]
unterstützen.,[],[],[],[]
Warum haben wir nichts geleistet? Meine Freunde! Wenn,['Warum'],[],[],[]
"die Uhr aufgezogen wird, dann steht sie, und jetzt wird die Uhr",[],[],[],[]
"aufgezogen, die uns die Stunde unserer Befreiung schlagen soll,",[],[],[],[]
und darum steht sie diesen Augenblick. (Stürmischer Beifall.),['Augenblick'],[],[],[]
Wir,[],[],[],[]
"sind mit dem Aufziehen der Uhr beschäftigt, wir sind mit dem",[],[],[],[]
"Heranziehen der Geister beschäftigt, wir sind jetzt daran, unserem",[],['Geister'],[],[]
"Volke zu sagen, was wir wünschen und in welcher Weise wir es",[],[],[],[]
zu verwirklichen trachten. Momentan können wir nur einen,[],[],[],[]
"frommen Wunsch äussern. Unsere Mittel sind beschränkt, das",[],[],[],[]
"gegenseitige Verständnis existiert noch nicht, die Geister haben",[],['Geister'],[],[]
"sich noch nicht geklärt, einen Katechismus für das Judenthum",[],[],[],[]
"wollen wir nicht schreiben, in religiöse Fragen können wir uns",[],[],[],[]
nicht mengen. Wir lehren bloss den Respect vor unserer heiligen,[],[],[],[]
"Lehre, aber wir bringen die Frage nicht in die Debatte und Ent¬",[],[],[],[]
scheidung; denn die Entscheidung ist schon längst getroffen worden.,[],[],[],[]
(Lebhafter Beifall und Händeklatschen.),[],[],[],[]
"Aber wir behaupten, wenn wir uns auch jetzt alle auf einem",[],[],[],[]
"Schiffe befinden, welches von den Wellen des Hasses getrieben",[],[],[],[]
"wird, dass es doch einen Leuchtthurm gibt, der uns zeigt, wo der",[],[],[],[]
"Hafen der Ruhe, der Befriedigung, der geistigen Seligkeit ist: das",[],['Ruhe'],[],['Hafen der Ruhe']
163,[],[],[],[]
"das Bewusstsein, dass es irgendwo ein Centrum des",[],[],[],[]
ist die Cultur.,[],[],[],[]
welches uns den geraden Pfad im Leben weist.,[],['Pfad'],[],[]
"Lichtes gibt,",[],[],[],[]
"es auch eine Aftercultur. Es gibt eben auch, wie es",[],[],[],[]
Natürlich gibt,['Natürlich'],[],[],[]
"alle diejenigen wissen, welche an den Küsten der Meere wohnen,",[],[],[],[]
"falsche Lichter, die aufgestellt werden von Feindeshand, um die",[],[],[],[]
Schiffe von der richtigen Fahrt abzulenken und vielleicht zerschellen,[],[],[],[]
"zu lassen an den Felsen der Unwissenheit, des Fanatismus und",[],[],[],[]
der Intoleranz. Das ist keine Cultur. Gegen diese sträuben wir,[],[],[],[]
"uns. Was wir anstreben, ist, den Pfad zum richtigen Hafen, zu",[],['Pfad'],[],[]
jenem Leuchtthurme zu erreichen. (Lebhafter Beifall.) Aber hüten,[],[],[],[]
"müssen wir uns, dass auf die Flagge, die da im Winde flattert,",[],[],[],[]
"im Winde der jüdischen Begeisterung, dass auf die Flagge des",[],[],[],[]
Zionismus das goldene Kalb gezeichnet werde. (Lebhafter,[],[],[],[]
Beifall und Händeklatschen.),[],[],[],[]
"Hüten wir uns, dass die Luftlöcher mit einer goldenen",[],[],[],[]
Thür zugestopft werden. Es ergeht uns sonst wie dem Capitän in,['Thür'],['Capitän'],[],[]
"alter Zeit, der auf sturmbewegter See war und das Getöse der",[],[],[],['sturmbewegter See']
Personen unten nicht ertragen konnte; er rief den Matrosen zu:,[],[],[],[]
"Decken sie doch die Oeffnung zu, damit ich dieses Geräusch nicht",[],[],[],[]
"höre! Und allmählich ist das Geräusch stiller und stiller geworden,",[],[],[],[]
und er ist in den Hafen eingelaufen: aber im Schiffe waren die,[],[],[],[]
Passagiere erstickt. So darf es uns nicht gehen. Wir müssen in,[],[],[],[]
geistiger Frische und mit neuem Leben in uns in das Heilige Land,[],[],[],['Heilige Land']
"kommen, wir müssen lernen, uns von den Schlacken zu befreien,",[],['Schlacken'],[],[]
die die Jahrhunderte unserem Geiste angeklebt haben. (Stürmischer,[],['Jahrhunderte'],[],[]
Beifall.),[],[],[],[]
Und wie herrlich klingt doch diese poetische Conception,[],[],[],[]
"unseres Volkes, diese wunderbare mystische Auffassung, dass mit",[],[],[],[]
der Verbannung auch die Herrlichkeit Gottes in die Verbannung,[],[],['Gottes'],[]
gieng und sein Volk begleitete. Es ist von seiner Höhe herab¬,['gieng'],[],[],[]
gestürzt worden und ist jetzt verdunkelt. Wir wollen den Bann,[],[],[],[]
brechen und wir wollen diese Herrlichkeit in ihrem alten Glanze,[],[],[],[]
erscheinen lassen. (Stürmischer Beifall und Händeklatschen.) Wir,[],[],[],[]
"wollen der Welt zeigen, dass es doch noch eine ganz andere",[],[],[],[]
"Weltanschauung gibt als die, an welcher die Menschheit jetzt in",[],[],[],[]
Europa krankt. (Lebhafter Beifall und Händeklatschen.) Die innere,[],['Europa'],[],[]
"Läuterung, das Aufrechterhalten des Ideals, der Wunsch, der",[],[],[],[]
"Drang, dass jeder Zionist in seiner Weise, in seinem Viertel, nach",[],[],[],[]
"seinem Gesichtspunkte, in seinem Lande diesem Ziele zustrebe,",[],[],[],[]
"das ist alles, was wir hier von dieser Tribüne unseren Zionisten",[],[],[],[]
und unserem Volke zurufen können. (Lebhafter Beifall und Hände¬,['Hände¬'],[],[],[]
klatschen.) Wir sagen unserem Volke : Der Traum beginnt sich zu,[],['klatschen.'],[],[]
"verwirklichen; es hängt von Euch ab, in welcher Gestalt Ihr daran",[],[],[],[]
theilnehmen sollt.,[],[],[],[]
"Meine Herren! Nicht weit von hier, in Italien, existieren",[],['Italien'],[],[]
"Friedhofe, wohin die Erde von Palästina in Schiffen gebracht",[],"['Erde', 'Palästina']",[],"['Erde', 'Palästina', 'Schiffen gebracht']"
11,[],[],[],[]
—,[],[],[],[]
164,[],[],[],[]
"worden ist, nachdem die Völker den Besitz Palästinas endgiltig",[],['Palästinas'],[],['Palästinas endgiltig']
"aufgeben mussten, und dort begraben sie ihre Todten. Wir wollen",[],['Todten.'],[],[]
"auch einen Campo santo haben, nicht als die Todten in der Erde",[],"['Campo', 'Erde']",[],['Campo santo']
"Palästinas, die nach Europa auf Schiffen gebracht wird, sondern",[],"['Palästinas', 'Europa']",[],['Europa']
"einen Campo santo, ein freies Lager auf freiem Boden Palästinas",[],"['Campo', 'Palästinas']",[],['Campo santo']
"als lebendige Nation. (Brausender, immer neu anhebender Beifall",['Brausender'],[],[],[]
und Händeklatschen.,[],[],[],[]
"Und nun zum Schlusse, was bleibt mir noch zu sagen? Sie",[],[],[],[]
"an eine alte Sage zu erinnern, die Sage vom Phönix, mit dem",[],['Phönix'],[],[]
unsere Weisen schon längst unser Volk verglichen haben. Der,[],[],[],[]
Phönix lebt ewig. Aber nach einer bestimmten Zeit wird er alt,[],['Phönix'],[],[]
"und schwach und verbrennt innerlich und wird zur Asche, und ein",[],[],[],[]
"ganz kleiner Keim bleibt übrig, und diesen nimmt der Priester in",[],['Keim'],[],[]
"Heliopolis, das ist in der Stadt der Sonne, und hütet den Keim",['Heliopolis'],['Keim'],[],['Stadt']
"und pflegt ihn, und langsam erwacht der Phönix, und dann, wenn",[],['Phönix'],[],[]
"er völlig reif, dann schüttelt er die Schwingen und erhebt seinen",[],[],[],[]
"Flug zur Sonne, um Gott für seine Wiedergeburt zu danken. Und",[],[],[],[]
"wir, wir sind auch verbrannt, verstreut worden und mit Füssen",[],[],[],[]
"getreten, wie die Asche der Erde; nur ein Keim ist geblieben, und",[],['Erde'],[],[]
"jetzt kommen wir Zionisten, die Priester der neuen Zeit, und",[],[],[],[]
"bringen den Keim zur Stadt der Sonne, zur Stadt der Wahrheit,",[],['Keim'],[],['Stadt']
"zur Stadt der Treue, zur Stadt der Ergebung, und wir pflegen",[],['Treue'],[],[]
"ihn und sollen ihn pflegen, bis das Judenthum wie der Phönix",[],['Phönix'],[],['Judenthum']
aus der Asche wieder ersteigt und seinen Flug aufwärts zur Sonne,[],[],[],[]
der Wahrheit nimmt und mit sich auch die Völker zicht! Das ist,[],[],[],[]
"unsere Aufgabe. (Tosender, sich stets erneuernder Beifall und",[],[],[],[]
Händeklatschen. — Redner wird vielseitig beglückwünscht.),[],[],[],[]
Vors. Dr. Mandelstamm: Ich unterbreche die Sitzung auf 5 Minuten.,['Dr. Mandelstamm'],['Vors.'],[],[]
Vors. Dr. Mandelstamm (Nach Wiederaufnahme der Sitzung): Wir,['Dr. Mandelstamm'],['Vors.'],['Mandelstamm'],[]
gehen,[],[],[],[]
zum,[],[],[],[]
Punkte der Tagesordnung „Organisation“,[],[],[],[]
über.,[],[],[],[]
Ich,[],[],[],[]
ertheile das Wort Herrn Dr. Kahn. (Lebhafter Beifall und Hände¬,"['Herrn Dr. Kahn', 'Hände¬']",[],['ertheile'],[]
klatschen.),[],['klatschen.'],[],[]
Del. Dr. L. Kahn (liest):,"['Del', 'Dr. L. Kahn']",['liest'],"['Del.', 'Dr. L. Kahn']",[]
Motivenbericht,[],[],[],[]
zum Organisationsentwurf des Actions-Comités.),[],['Organisationsentwurf'],[],[]
Hohes Haus: Der Zionismus hat schon wiederholt seine Ziele,['Hohes Haus'],[],[],['Hohes Haus: Der Zionismus']
und die Mittel zur Erreichung derselben im Lichte der Oeffentlich¬,[],['Oeffentlich¬'],[],[]
keit vor aller Welt dargethan. Er ist damit nicht nur allen civili¬,[],[],[],[]
"sierten Nationen ein klarer Begriff, eine bekannte Erscheinung geworden,",[],[],[],[]
sondern erfreut sich auch schon der Sympathien aller rechtlich,[],[],[],[]
"denkenden und fühlenden Menschen, darunter auch solcher, welche",[],[],[],[]
an der höchsten Spitze der Gesellschaft und Macht stehen.,[],[],[],[]
"Nun ist es auch schon an der Zeit, ohne Furcht vor Miss¬",[],[],[],[]
"deutung und falschen Unterschiebungen, an eine Zusammenfassung",[],[],[],[]
"*) Siehe Anhang, Beilage B.","['Siehe Anhang', 'Beilage B.']",[],[],[]
165,[],[],[],[]
der Kräfte zu schreiten und dieser Zusammenfassung auch eine,[],[],[],[]
"Gestaltung zu geben, eine Organisation, die alle Anhänger des",[],[],[],[]
zionistischen Ideals zusammenschliesst und vereint.,[],[],[],[]
Die bisherigen schüchternen Versuche von Organisationen.,[],[],[],[]
"welche in Vereinen und Vereinigungen zutage traten, sollen durch",[],[],[],[]
ein gemeinsames Band umschlungen werden.,[],['Band'],[],[]
"Die Nothwendigkeit eines solchen Zusammenschlusses, wenn",[],[],[],[]
Israel seine Befreiung und Regeneration selbst betreiben und erreichen,[],['Israel'],[],['Israel']
"soll, ist schon von unseren Altvorderen gefühlt und gesagt worden.",[],[],[],[]
Ich hebe diesbezüglich einen solchen Ausspruch von besonderer,[],[],[],[]
Bedeutung aus dem Midrasch Tanchuma in der Parascha Nizawim,[],[],[],[]
die Erlösungs¬,[],[],[],[]
"stunde für Israel schlägt erst dann, wenn es sich ganz zu einem",[],['Israel'],[],['Israel']
Bunde organisiert.,[],[],[],[]
"Eine Gruppe von Menschen, die ein und dasselbe Ziel in",[],[],[],[]
"gleicher Weise und mit gleichen Mitteln erstrebt, in welcher alle",[],[],[],[]
"Mitglieder gleiche Rechte haben, die überdies eine gemeinsame",[],[],[],[]
"Repräsentanz hat und unter einer Führung steht, muss auch ein¬",[],['Repräsentanz'],[],[]
heitlich organisiert sein.,[],[],['heitlich'],[]
Aus diesem Grunde haben,[],[],[],[]
wir die Schekelzahler in genau,[],[],[],[]
"präcisierte und umschriebene Ortsgruppen gegliedert, welche ent¬",[],[],[],[]
weder aus bestehenden Vereinen gebildet werden oder sich selbst,[],[],[],[]
als Vereinigungen constituieren.,[],[],[],[]
Ersteres ist natürlich das Wünschenswertere und ist mit allen,[],[],[],[]
"Kräften anzustreben, besonders da, wo die Gesetze des betreffenden",[],[],[],[]
Staates die Gründung von Vereinen nicht erschweren. Wir wissen,[],[],[],[]
"nur zu gut, dass zielbewusste Zionisten mit stets regem Interesse",[],['Interesse'],[],[]
für die nationale Sache am besten in Vereinen und im Vereins¬,[],[],[],[]
"leben erzogen, geschult und gefördert werden. Diese Vereine sind",[],[],[],[]
also neben ihren sonstigen specialisierten Zwecken und unter Bei¬,[],['Bei¬'],[],[]
"behaltung ihrer Namen für die allgemeine Organisation eine, zwei",[],[],[],[]
oder mehrere Ortsgruppen.,[],[],[],[]
"Letztere, die oben erwähnten losen Vereinigungen, sollen",[],[],[],[]
"auch ganz gewiss keine verbotenen oder etwa geheimen Vereine sein,",[],[],[],[]
"sondern einfach eine bestimmte Anzahl von Personen, die dem",[],[],[],[]
zionistischen Ideale offen anhängen und den Beitrag zur Förderung,[],['Beitrag'],[],[]
der Realisierung desselben in Form des Schekels entrichten. Da,['Form des Schekels'],[],[],[]
"damit keine sonstige Vereinsthätigkeit, kein Ausschuss, überhaupt",[],[],[],[]
"kein Vereinsleben verbunden ist, so dürfte es wohl kein Land der",[],[],[],[]
"Welt geben, wo diese verboten wären, zumal es in dieser Form",[],[],[],[]
auch lediglich als eine organisierte Einrichtung zur Erreichung eines,[],[],[],[]
